file_name,genre,year,artist,title,album,length,bpm,folder
OneRepublic - All The Right Moves,Alternative,2009,OneRepublic,All The Right Moves,Waking Up,4:03,146,K - O
OneRepublic - Counting Stars,Alternative,2013,OneRepublic,Counting Stars,Native,4:25,122,K - O
OneRepublic - Everybody Loves Me,Alternative,2009,OneRepublic,Everybody Loves Me,Waking Up,3:39,85,K - O
OneRepublic - Mercy,Alternative,2007,OneRepublic,Mercy,Dreaming Out Loud,4:02,116,K - O
OneRepublic - Stop and Stare,Alternative,2007,OneRepublic,Stop and Stare,Dreaming Out Loud,3:48,92,K - O
Onslaught - Godhead,Metal,2011,Onslaught,Godhead,Sounds of Violence,4:59,149,K - O
Opeth - Ghost of Perdition,Metal,2005,Opeth,Ghost of Perdition,Ghost Reveries,10:30,94,K - O
Opeth - Heir Apparent,Metal,2008,Opeth,Heir Apparent,Watershed,8:55,134,K - O
Opiate for the Masses - Burn You Down,Rock,2008,Opiate for the Masses,Burn You Down,Manifesto,3:30,89,K - O
Orange Avenue - Just Refrain,Pop Rock,2009,Orange Avenue,Just Refrain,Reset,2:56,157,K - O
Order of the Crimson Wizard - Scream Ceremony,Rock,2009,Order of the Crimson Wizard,Scream Ceremony,Secrets from the Far and Distant Hills,3:31,108,K - O
Order of Voices - Reaching Down,Progressive Rock,2010,Order of Voices,Reaching Down,Order of Voices,6:17,103,K - O
Orgy - Blue Monday,Metal,1999,Orgy,Blue Monday,Single,4:35,129,K - O
Orianthi - According to You,Pop Rock,2009,Orianthi,According to You,Believe,3:19,131,K - O
Orianthi - Suffocated,Rock,2009,Orianthi,Suffocated,Believe,3:09,149,K - O
Origami Angel - The Title Track,Alternative,2019,Origami Angel,The Title Track,Somewhere City,2:37,189,K - O
Origin - Expulsion of Fury,Metal,2011,Origin,Expulsion of Fury,Entity,2:59,77,K - O
ORION - Time For Crime,Pop/Dance/Electronic,2019,ORION,Time For Crime,Time For Crime,3:19,100,K - O
Orleans - Still The One,Rock,1976,Orleans,Still The One,Waking and Dreaming,3:57,143,K - O
Otep - Fists Fall,Metal,2011,Otep,Fists Fall,Atavist,3:52,144,K - O
Otep - Smash the Control Machine,Metal,2009,Otep,Smash the Control Machine,Smash the Control Machine,3:47,155,K - O
Otis Redding - (Sittin' on the) Dock of the Bay (Take 2),Blues,1992,Otis Redding,(Sittin' on the) Dock of the Bay (Take 2),Remember Me,2:50,103,K - O
Otis Redding - Fa-Fa-Fa-Fa-Fa (Sad Song),Blues,1966,Otis Redding,Fa-Fa-Fa-Fa-Fa (Sad Song),Complete & Unbelievable: The Otis Redding Dictionary of Soul,2:54,97,K - O
Otis Redding - I'm Sick Y'all,Blues,1966,Otis Redding,I'm Sick Y'all,Complete & Unbelievable: The Otis Redding Dictionary of Soul,3:54,96,K - O
Otis Redding - I've Got Dreams to Remember,Blues,1992,Otis Redding,I've Got Dreams to Remember,Remember Me,3:54,132,K - O
Otis Redding - Love Man,Blues,1969,Otis Redding,Love Man,Love Man,3:54,149,K - O
"Our Last Enemy - 10,000 Headless Horses",Metal,2010,Our Last Enemy,"10,000 Headless Horses",Fallen Empires,4:09,159,K - O
Our Last Night - Astronaut In The Ocean,Metal,2021,Our Last Night,Astronaut In The Ocean,Astronaut In The Ocean,2:14,149,K - O
Outkast - Hey Ya!,R&B/Soul/Funk,2003,Outkast,Hey Ya!,Speakerboxxx/The Love Below,3:54,79,K - O
OWL - Charmed,Rock,2009,OWL,Charmed,OWL,3:13,121,K - O
OWL - Violent Center,Rock,2009,OWL,Violent Center,OWL,3:29,142,K - O
Owl City - Fireflies,Pop/Dance/Electronic,2009,Owl City,Fireflies,Ocean Eyes,3:50,90,K - O
Ozzy Osbourne - Bark at the Moon,Metal,1983,Ozzy Osbourne,Bark at the Moon,Bark at the Moon,4:18,145,K - O
Ozzy Osbourne - Crazy Babies,Metal,1988,Ozzy Osbourne,Crazy Babies,No Rest for the Wicked,4:22,124,K - O
Ozzy Osbourne - Crazy Train,Metal,1980,Ozzy Osbourne,Crazy Train,Blizzard of Ozz,5:03,137,K - O
Ozzy Osbourne - Diary of a Madman,Metal,1981,Ozzy Osbourne,Diary of a Madman,Diary of a Madman,6:20,88,K - O
Ozzy Osbourne - Diggin' Me Down,Metal,2010,Ozzy Osbourne,Diggin' Me Down,Scream,6:08,110,K - O
Ozzy Osbourne - Flying High Again,Metal,1981,Ozzy Osbourne,Flying High Again,Diary of a Madman,4:43,123,K - O
Ozzy Osbourne - I Don't Know,Metal,1980,Ozzy Osbourne,I Don't Know,Blizzard of Ozz,5:09,134,K - O
Ozzy Osbourne - I Don't Wanna Stop,Metal,2007,Ozzy Osbourne,I Don't Wanna Stop,Black Rain,4:09,137,K - O
Ozzy Osbourne - Let Me Hear You Scream,Metal,2010,Ozzy Osbourne,Let Me Hear You Scream,Scream,3:31,130,K - O
"Ozzy Osbourne - Mama, I'm Coming Home",Metal,1991,Ozzy Osbourne,"Mama, I'm Coming Home",No More Tears,4:14,141,K - O
Ozzy Osbourne - Miracle Man,Metal,1988,Ozzy Osbourne,Miracle Man,No Rest for the Wicked,3:49,132,K - O
Ozzy Osbourne - Mr. Crowley,Metal,1980,Ozzy Osbourne,Mr. Crowley,Blizzard of Ozz,5:25,107,K - O
Ozzy Osbourne - No More Tears,Metal,1991,Ozzy Osbourne,No More Tears,No More Tears,7:21,103,K - O
Ozzy Osbourne - Over the Mountain,Metal,1981,Ozzy Osbourne,Over the Mountain,Diary of a Madman,4:35,129,K - O
Ozzy Osbourne - Road To Nowhere,Metal,1991,Ozzy Osbourne,Road To Nowhere,No More Tears,5:14,79,K - O
Ozzy Osbourne - Soul Sucker,Metal,2010,Ozzy Osbourne,Soul Sucker,Scream,4:39,76,K - O
Ozzy Osbourne - Steal Away (The Night),Metal,1980,Ozzy Osbourne,Steal Away (The Night),Blizzard of Ozz,3:32,175,K - O
P!nk - Funhouse,Pop Rock,2008,P!nk,Funhouse,Funhouse,3:31,104,P - S
P!nk - Get the Party Started,Pop Rock,2001,P!nk,Get the Party Started,M!ssundaztood,3:10,129,P - S
P!nk - Please Don't Leave Me,Pop Rock,2008,P!nk,Please Don't Leave Me,Funhouse,3:56,137,P - S
P!nk - So What,Pop Rock,2008,P!nk,So What,Funhouse,3:41,126,P - S
P!nk - Sober,Pop Rock,2008,P!nk,Sober,Funhouse,4:21,91,P - S
P!nk - Who Knew,Pop Rock,2006,P!nk,Who Knew,I'm Not Dead,3:32,139,P - S
P.O.D. - Alive,Religious,2001,P.O.D.,Alive,Satellite,3:30,81,P - S
P.O.D. - Boom,Religious,2001,P.O.D.,Boom,Satellite,3:09,181,P - S
P.O.D. - Southtown,Religious,1999,P.O.D.,Southtown,The Fundamental Elements of Southtown,4:11,79,P - S
P.O.D. - Youth of the Nation,Religious,2001,P.O.D.,Youth of the Nation,Satellite,4:16,98,P - S
Pan.a.ce.a - Too Little Too Late,Rock,2009,Pan.a.ce.a,Too Little Too Late,We the Broken,3:43,161,P - S
Panic the Memory - Beautiful Killer,Rock,2010,Panic the Memory,Beautiful Killer,,5:00,145,P - S
Panic! at the Disco - I Write Sins Not Tragedies,Alternative,2005,Panic! at the Disco,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,3:11,169,P - S
Panic! At the Disco - Nine in the Afternoon,Alternative,2008,Panic! At the Disco,Nine in the Afternoon,Pretty. Odd.,3:20,155,P - S
Panic! At the Disco - She's a Handsome Woman,Alternative,2008,Panic! At the Disco,She's a Handsome Woman,Pretty. Odd.,3:14,113,P - S
Pantera - (Reprise) Sandblasted Skin,Metal,1996,Pantera,(Reprise) Sandblasted Skin,The Great Southern Trendkill,3:32,89,P - S
Pantera - 10's,Metal,1996,Pantera,10's,The Great Southern Trendkill,4:53,110,P - S
Pantera - 13 Steps to Nowhere,Metal,1996,Pantera,13 Steps to Nowhere,The Great Southern Trendkill,3:45,179,P - S
Pantera - 5 Minutes Alone,Metal,1994,Pantera,5 Minutes Alone,Far Beyond Driven,5:59,92,P - S
Pantera - Cowboys From Hell (Live From Monsters In Moscow),Metal,1991,Pantera,Cowboys From Hell (Live From Monsters In Moscow),aLIVE and hostile ep,4:28,112,P - S
Pantera - Cowboys From Hell,Metal,1990,Pantera,Cowboys From Hell,Cowboys From Hell,4:34,111,P - S
Pantera - Drag the Waters,Metal,1996,Pantera,Drag the Waters,The Great Southern Trendkill,5:03,125,P - S
Pantera - Floods,Metal,1996,Pantera,Floods,The Great Southern Trendkill,7:06,120,P - S
Pantera - I'm Broken,Metal,1994,Pantera,I'm Broken,Far Beyond Driven,4:25,149,P - S
Pantera - Living Through Me (Hell's Wrath),Metal,1996,Pantera,Living Through Me (Hell's Wrath),The Great Southern Trendkill,4:56,80,P - S
Pantera - Mouth for War,Metal,1992,Pantera,Mouth for War,Vulgar Display of Power,4:03,75,P - S
Pantera - Suicide Note Pt. II,Metal,1996,Pantera,Suicide Note Pt. II,The Great Southern Trendkill,4:25,109,P - S
Pantera - The Great Southern Trendkill,Metal,1996,Pantera,The Great Southern Trendkill,The Great Southern Trendkill,3:59,76,P - S
Pantera - The Underground in America,Metal,1996,Pantera,The Underground in America,The Great Southern Trendkill,4:44,90,P - S
Pantera - Walk,Metal,1992,Pantera,Walk,Vulgar Display of Power,5:24,116,P - S
Pantera - War Nerve,Metal,1996,Pantera,War Nerve,The Great Southern Trendkill,5:02,103,P - S
Papa Roach - Forever,Alternative,2006,Papa Roach,Forever,The Paramour Sessions,4:10,108,P - S
Papa Roach - Last Resort (Album Version),Alternative,2000,Papa Roach,Last Resort (Album Version),Infest,9:02,88,P - S
Papa Roach - Last Resort,Alternative,2000,Papa Roach,Last Resort,Infest,3:24,91,P - S
Papa Roach - Lifeline,Alternative,2009,Papa Roach,Lifeline,Metamorphosis,4:13,106,P - S
Papa Roach - Time Is Running Out,Alternative,2006,Papa Roach,Time Is Running Out,The Paramour Sessions,3:28,92,P - S
Paracute - Back Again,Pop Rock,2009,Paracute,Back Again,Losing Sleep,3:14,87,P - S
Paramore - Ain't It Fun,Pop Rock,2013,Paramore,Ain't It Fun,Paramore,5:09,104,P - S
Paramore - Brick By Boring Brick,Pop Rock,2009,Paramore,Brick by Boring Brick,Brand New Eyes,4:18,82,P - S
Paramore - Crushcrushcrush,Pop Rock,2007,Paramore,Crushcrushcrush,Riot!,3:09,137,P - S
Paramore - Ignorance,Pop Rock,2009,Paramore,Ignorance,Brand New Eyes,3:41,85,P - S
Paramore - Misery Business,Pop Rock,2007,Paramore,Misery Business,Riot!,3:28,86,P - S
Paramore - Pressure,Pop Rock,2005,Paramore,Pressure,All We Know Is Falling,3:08,161,P - S
Paramore - Still Into You,Pop Rock,2013,Paramore,Still Into You,Paramore,3:35,135,P - S
Paramore - That's What You Get,Pop Rock,2007,Paramore,That's What You Get,Riot!,3:42,87,P - S
Paramore - The Only Exception,Pop Rock,2009,Paramore,The Only Exception,Brand New Eyes,4:31,137,P - S
Parks - Sweater Weather,Pop Rock,2012,Parks,Sweater Weather,Single,3:34,97,P - S
Parlour Bells - Never Let 'Em Hold Ya Back!,Rock,2016,Parlour Bells,Never Let 'Em Hold Ya Back!,Waylaid in the Melée,4:57,106,P - S
Parry Gripp - Last Train To Awesometown,Novelty,2009,Parry Gripp,Last Train to Awesometown,,2:04,145,P - S
Parry Gripp - Nom Nom Nom Nom Nom Nom Nom,Novelty,2009,Parry Gripp,Nom Nom Nom Nom Nom Nom Nom,,1:15,127,P - S
Parry Gripp - Space Unicorn,Novelty,2011,Parry Gripp,Space Unicorn,,1:44,120,P - S
Parry Gripp - Spaghetti Cat (I Weep For You),Novelty,2008,Parry Gripp,Spaghetti Cat (I Weep For You),,1:14,143,P - S
Parry Gripp - The Girl at the Video Game Store,Novelty,2009,Parry Gripp,The Girl at the Video Game Store,,3:11,133,P - S
Partially Poetic - She's a Runaway,Pop Rock,2011,Partially Poetic,She's a Runaway,Every Which Way,3:43,85,P - S
Party Bois - True Confessional,Pop/Dance/Electronic,2016,Party Bois,True Confessional,True Confessional,3:20,124,P - S
Pat Benatar - Fire and Ice,Classic Rock,1981,Pat Benatar,Fire and Ice,Precious Time,3:21,118,P - S
Pat Benatar - Heartbreaker,Classic Rock,1979,Pat Benatar,Heartbreaker,In the Heat of the Night,3:33,77,P - S
Pat Benatar - Hit Me With Your Best Shot,Classic Rock,1980,Pat Benatar,Hit Me With Your Best Shot,Crimes of Passion,2:56,127,P - S
Pat Benatar - Invincible,Classic Rock,1985,Pat Benatar,Invincible,Seven the Hard Way,4:31,125,P - S
Pat Benatar - Love Is A Battlefield,Classic Rock,1983,Pat Benatar,Love is a Battlefield,Live From Earth,5:28,90,P - S
Pat Benatar - Promises in the Dark,Classic Rock,1981,Pat Benatar,Promises in the Dark,Precious Time,4:32,79,P - S
Pat Benatar - Shadows of the Night,Classic Rock,1982,Pat Benatar,Shadows of the Night,Get Nervous,4:31,111,P - S
Pat Benatar - We Belong,Classic Rock,1984,Pat Benatar,We Belong,Tropico,3:44,133,P - S
Pat Benetar - Hit Me With Your Best Shot,Classic Rock,1980,Pat Benatar,Hit Me With Your Best Shot,Crimes of Passion,2:54,127,P - S
Paul and Storm - Fuzzy Man (Fuzzy Nation),Pop Rock,2011,Paul and Storm,Fuzzy Man (Fuzzy Nation),John Scalzi's 'Fuzzy Nation' - Original Novel Soundtrack,3:57,90,P - S
Paul and Storm - Nugget Man,Novelty,2007,Paul and Storm,Nugget Man,Gumbo Pants,4:33,136,P - S
Paul and Storm - Opening Band,Pop Rock,2005,Paul and Storm,Opening Band,Opening Band,3:13,100,P - S
Paul Henry Smith - Flight of the Bumblebee (Rimsky-Korsakov),Classical,2009,Paul Henry Smith & The Fauxharmonic Orchestra,Flight of the Bumblebee (Rimsky-Korsakov),Classical Frenzies,1:26,87,P - S
Paul Henry Smith - Hungarian Dance No. 5 (Brahms),Classical,2010,Paul Henry Smith & The Fauxharmonic Orchestra,Hungarian Dance No. 5 (Brahms),Classical Frenzies,2:30,80,P - S
Paul Henry Smith - Night on Bald Mountain (Mussorgsky),Classical,2010,Paul Henry Smith & The Fauxharmonic Orchestra,Night on Bald Mountain (Mussorgsky),Classical Frenzies,3:06,107,P - S
Paul Henry Smith - Symphony No. 9 - Scherzo (Beethoven),Classical,2010,Paul Henry Smith & The Fauxharmonic Orchestra,Symphony No. 9 - Scherzo (Beethoven),Beethoven Digital Symphonies,3:48,119,P - S
Paul McCartney & Wings - Band on the Run,Classic Rock,1973,Paul McCartney & Wings,Band on the Run,Band on the Run,5:16,81,P - S
Paul McCartney & Wings - Helen Wheels,Classic Rock,1973,Paul McCartney & Wings,Helen Wheels,Band on the Run,3:41,146,P - S
Paul McCartney & Wings - Let Me Roll It,Classic Rock,1973,Paul McCartney & Wings,Let Me Roll It,Band on the Run,4:47,85,P - S
Paul McCartney & Wings - Band on the Run (Live),Classic Rock,2009,Paul McCartney,Band on the Run (Live),Good Evening New York City,5:17,126,P - S
Paul McCartney & Wings - Jet (Live),Classic Rock,2009,Paul McCartney,Jet (Live),Good Evening New York City,4:20,128,P - S
Paul McCartney & Wings - Maybe I'm Amazed,Classic Rock,1970,Paul McCartney,Maybe I'm Amazed,McCartney,3:43,79,P - S
Paul McCartney & Wings - Sing the Changes (Live),Classic Rock,2009,Paul McCartney,Sing the Changes (Live),Good Evening New York City,4:12,125,P - S
Paul McCartney & Wings - Hi Hi Hi,Classic Rock,1973,Wings,"Hi, Hi, Hi",Red Rose Speedway (93' Reissue),3:13,131,P - S
Paul McCartney & Wings - Jet,Classic Rock,1974,Wings,Jet,Band on the Run,4:11,129,P - S
Paul McCartney & Wings - Junior's Farm,Classic Rock,1974,Paul McCartney & Wings,Junior's Farm,Single,4:24,132,P - S
Pavement - Cut Your Hair,Grunge,1994,Pavement,Cut Your Hair,"Crooked Rain, Crooked Rain",3:09,111,P - S
Pearl Jam - Alive (Live Drop in the Park),Grunge,2009,Pearl Jam,Alive (Live: Drop in the Park),Ten (Reissue),5:15,78,P - S
Pearl Jam - Alive,Grunge,1991,Pearl Jam,Alive,Ten,5:55,75,P - S
Pearl Jam - Amongst The Waves,Grunge,2009,Pearl Jam,Amongst the Waves,Backspacer,4:00,127,P - S
Pearl Jam - Black,Grunge,1991,Pearl Jam,Black,Ten,6:05,78,P - S
Pearl Jam - Brother,Grunge,1991,Pearl Jam,Brother,Ten,4:15,91,P - S
Pearl Jam - Deep,Grunge,1991,Pearl Jam,Deep,Ten,4:26,166,P - S
Pearl Jam - Even Flow,Grunge,1991,Pearl Jam,Even Flow,Ten,5:00,104,P - S
Pearl Jam - Force of Nature,Grunge,2009,Pearl Jam,Force of Nature,Backspacer,4:15,120,P - S
Pearl Jam - Garden,Grunge,1991,Pearl Jam,Garden,Ten,5:18,77,P - S
Pearl Jam - Gonna See My Friend,Grunge,2009,Pearl Jam,Gonna See My Friend,Backspacer,2:51,149,P - S
Pearl Jam - Got Some,Grunge,2009,Pearl Jam,Got Some,Backspacer,3:05,163,P - S
Pearl Jam - Jeremy,Grunge,1991,Pearl Jam,Jeremy,Ten,5:21,105,P - S
Pearl Jam - Johnny Guitar,Grunge,2009,Pearl Jam,Johnny Guitar,Backspacer,2:58,143,P - S
Pearl Jam - Just Breathe,Grunge,2009,Pearl Jam,Just Breathe,Backspacer,3:38,108,P - S
Pearl Jam - Master-Slave,Grunge,1991,Pearl Jam,Master/Slave,Ten,4:03,80,P - S
Pearl Jam - Oceans,Grunge,1991,Pearl Jam,Oceans,Ten,2:49,84,P - S
Pearl Jam - Once,Grunge,1991,Pearl Jam,Once,Ten,3:19,112,P - S
Pearl Jam - Porch,Grunge,1991,Pearl Jam,Porch,Ten,3:39,134,P - S
Pearl Jam - Release,Grunge,1991,Pearl Jam,Release,Ten,5:18,128,P - S
Pearl Jam - Speed of Sound,Grunge,2009,Pearl Jam,Speed of Sound,Backspacer,3:35,91,P - S
Pearl Jam - State of Love and Trust (Live Drop in the Park),Grunge,2009,Pearl Jam,State of Love and Trust (Live: Drop in the Park),Ten (Reissue),3:37,171,P - S
Pearl Jam - Supersonic,Grunge,2009,Pearl Jam,Supersonic,Backspacer,2:42,84,P - S
Pearl Jam - The Fixer,Grunge,2009,Pearl Jam,The Fixer,Backspacer,3:12,151,P - S
Pearl Jam - Unthought Known,Grunge,2009,Pearl Jam,Unthought Known,Backspacer,4:11,118,P - S
Pearl Jam - Why Go,Grunge,1991,Pearl Jam,Why Go,Ten,3:26,116,P - S
Pedro Castillo - Por Analog¡a,Pop Rock,2008,Pedro Castillo,Por Analog¡a,Tengo una idea!,3:18,100,P - S
Pepper - Your Face,Reggae/Ska,2006,Pepper,Your Face,No Shame,3:31,82,P - S
Perfect Hero - Passion Of My Life,Metal,2010,Perfect Hero,Passion Of My Life,,5:45,134,P - S
Periphery - Buttersnips,Metal,2010,Periphery,Buttersnips,Periphery,5:24,135,P - S
Periphery - Icarus Lives,Metal,2010,Periphery,Icarus Lives,Periphery,3:27,110,P - S
Permaband - Killing Is Just A Means,Rock,2014,Permaband,Killing Is Just A Means,Killing Is Just A Means,4:48,126,P - S
Permaband - Wrecking Machine,Rock,2016,Permaband,Wrecking Machine,Wrecking Machine,3:52,135,P - S
Pete Townshend - Let My Love Open The Door,Alternative,1980,Pete Townshend,Let My Love Open The Door,Empty Glass,2:48,82,P - S
Peter Cetera - Glory of Love,Pop Rock,1986,Peter Cetera,Glory of Love,Solitude/Solitaire,5:27,145,P - S
Peter Frampton - Do You Feel Like We Do (Live),Pop Rock,1973,Peter Frampton,Do You Feel Like We Do (Live),Frampton's Camel,13:42,98,P - S
Peter Frampton - Show Me the Way (Live),Rock,1975,Peter Frampton,Show Me the Way (Live),Frampton,4:41,127,P - S
Petty Morals - Mean Girls,Pop Rock,2016,Petty Morals,Mean Girls,Single,2:31,80,P - S
Pharrell Williams - Happy,Pop/Dance/Electronic,2014,Pharrell Williams,Happy,Girl,3:57,159,P - S
Philip Franco - Jam,Rock,2010,Philip Franco,Jam,GAME,4:32,120,P - S
Philip Franco and the Jam Band - Jam 2,Rock,2010,Philip Franco and the Jam Band,Jam 2,GAME,4:43,134,P - S
Phish - Chalk Dust Torture (Live),Rock,1992,Phish,Chalk Dust Torture (Live),A Picture of Nectar,5:51,96,P - S
Phish - Down With Disease (Live),Rock,1994,Phish,Down with Disease (Live),Hoist,6:16,133,P - S
Phish - Llama,Rock,1992,Phish,Llama,A Picture of Nectar,3:37,161,P - S
Phish - Sample In A Jar (Live),Rock,1994,Phish,Sample in a Jar (Live),Hoist,5:01,86,P - S
Phish - Stash,Rock,1992,Phish,Stash,A Picture of Nectar,7:18,89,P - S
Phish - Tweezer,Rock,1992,Phish,Tweezer,A Picture of Nectar,8:50,89,P - S
Phish - Wilson (Live),Rock,1995,Phish,Wilson (Live),A Live One,4:06,96,P - S
Phoenix - 1901,Alternative,2009,Phoenix,1901,Wolfgang Amadeus Phoenix,3:12,143,P - S
Phoenix - Everything Is Everything,Alternative,2004,Phoenix,Everything Is Everything,Alphabetical,2:59,109,P - S
Phoenix - Lasso,Alternative,2009,Phoenix,Lasso,Wolfgang Amadeus Phoenix,2:51,75,P - S
Phoenix - Lisztomania,Alternative,2009,Phoenix,Lisztomania,Wolfgang Amadeus Phoenix,4:01,97,P - S
Picture Me Broken - Dearest (I'm So Sorry),Metal,2010,Picture Me Broken,Dearest (I'm So Sorry),Wide Awake,3:36,118,P - S
Pierce the Veil - Caraphernelia,Alternative,2010,Pierce the Veil,Caraphernelia,Selfish Machines,4:30,107,P - S
Pierce the Veil - Circles,Alternative,2016,Pierce the Veil,Circles,Misadventures,3:47,161,P - S
Pierce the Veil - King For A Day (ft. Kellin Quinn),Alternative,2012,Pierce the Veil,King For A Day (ft. Kellin Quinn),Collide with the Sky,4:00,75,P - S
Pink - Raise Your Glass,Pop Rock,2010,P!nk,Raise Your Glass,Greatest Hits... So Far!!!,3:27,122,P - S
Pink - So What,Pop Rock,2008,Pink,So What,Funhouse,3:47,126,P - S
Pink Flag - Dirty Hair Party,Punk,2008,Pink Flag,Dirty Hair Party,Introducing Pink Flag,2:58,79,P - S
Pink Flag - Nancy Drew,Punk,2008,Pink Flag,Nancy Drew,Introducing Pink Flag,1:37,98,P - S
Pink Flag - Roman Candle,Punk,2008,Pink Flag,Roman Candle,Introducing Pink Flag,2:42,83,P - S
Pixies - Crackity Jones,Alternative,1989,Pixies,Crackity Jones,Doolittle,1:29,147,P - S
Pixies - Dead,Alternative,1989,Pixies,Dead,Doolittle,2:28,120,P - S
Pixies - Debaser,Alternative,1997,Pixies,Debaser,Doolittle,3:06,134,P - S
Pixies - Gouge Away,Alternative,1989,Pixies,Gouge Away,Doolittle,2:50,125,P - S
Pixies - Here Comes Your Man,Alternative,1989,Pixies,Here Comes Your Man,Doolittle,3:30,123,P - S
Pixies - Hey,Alternative,1989,Pixies,Hey,Doolittle,3:35,100,P - S
Pixies - I Bleed,Alternative,1989,Pixies,I Bleed,Doolittle,2:40,84,P - S
Pixies - La La Love You,Alternative,1989,Pixies,La La Love You,Doolittle,2:50,124,P - S
Pixies - Monkey Gone To Heaven,Alternative,1997,Pixies,Monkey Gone to Heaven,Doolittle,3:19,115,P - S
Pixies - Mr. Grieves,Alternative,1989,Pixies,Mr. Grieves,Doolittle,2:17,111,P - S
Pixies - No. 13 Baby,Alternative,1989,Pixies,No. 13 Baby,Doolittle,4:00,122,P - S
Pixies - Silver,Alternative,1989,Pixies,Silver,Doolittle,2:34,87,P - S
Pixies - Tame,Alternative,1989,Pixies,Tame,Doolittle,2:02,139,P - S
Pixies - The Sad Punk,Alternative,1991,Pixies,The Sad Punk,Trompe le Monde,3:04,85,P - S
Pixies - There Goes My Gun,Alternative,1989,Pixies,There Goes My Gun,Doolittle,1:54,126,P - S
Pixies - Wave of Mutilation,Alternative,1989,Pixies,Wave of Mutilation,Doolittle,2:11,131,P - S
Pixies - Where Is My Mind,Alternative,1988,Pixies,Where Is My Mind?,Surfer Rosa,3:52,81,P - S
Placebo - The Bitter End,Alternative,2003,Placebo,The Bitter End,Sleeping with Ghosts,3:12,185,P - S
Plain White T's - Natural Disaster,Pop Rock,2008,Plain White T's,Natural Disaster,Big Bad World,3:43,127,P - S
Platero y Tú - Hay Poco Rock & Roll,Latin,1994,Platero y Tú,Hay Poco Rock & Roll,Hay Poco Rock & Roll,5:41,140,P - S
Player - Baby Come Back,Classic Rock,1977,Player,Baby Come Back,Player,4:12,77,P - S
Pleymo - New Wave,Metal,2002,Pleymo,New Wave,Episode 2: Medicine Cake,3:40,102,P - S
Plushgun - How We Roll,Alternative,2009,Plushgun,How We Roll,Pins And Panzers,4:16,169,P - S
Poets of the Fall - Lift,Rock,2005,Poets of the Fall,Lift,Signs of Life,4:47,153,P - S
Poison - Every Rose Has Its Thorn,Rock,1988,Poison,Every Rose Has Its Thorn,Open Up and Say... Ahh!,4:26,105,P - S
Poison - Nothin' But a Good Time,Rock,1988,Poison,Nothin' but a Good Time,Open Up and Say... Ahh!,3:46,129,P - S
Poison - Talk Dirty To Me,Rock,1986,Poison,Talk Dirty to Me,Look What the Cat Dragged In,3:47,157,P - S
Poison - Unskinny Bop,Rock,1990,Poison,Unskinny Bop,Flesh and Blood,4:03,92,P - S
Polar Bear Club - Living Saints,Punk,2009,Polar Bear Club,Living Saints,Chasing Hamburg,2:39,181,P - S
Pollyn - Gave It Up,Alternative,2009,Pollyn,Gave It Up,This Little Night,4:42,131,P - S
Poni Hoax - Antibodies,Alternative,2008,Poni Hoax,Antibodies,Images of Sigrid,4:43,125,P - S
Portugal. The Man - Do You,Indie Rock,2009,Portugal. The Man,Do You,The Satanic Satanist,2:53,177,P - S
Portugal. The Man - Feel It Still,Alternative,2017,Portugal. The Man,Feel It Still,Woodstock,2:46,157,P - S
Portugal. The Man - Live In The Moment,Alternative,2017,Portugal. The Man,Live In The Moment,Woodstock,4:09,85,P - S
Possible Oscar - Dead Again,Rock,2008,Possible Oscar,Dead Again,The FuMP Volume 10: July - August 2008,5:14,162,P - S
Post Malone - Circles,Pop Rock,2019,Post Malone,Circles,Holywood's Bleeding,3:36,120,P - S
Post Malone - Take What You Want (ft. Ozzy Osbourne & Travis Scott),Pop Rock,2019,Post Malone,Take What You Want (ft. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,3:50,139,P - S
Potty Mouth - Let Go,Pop Rock,2021,Potty Mouth,Let Go,"Sunday, Someday",3:19,130,P - S
Powerman 5000 - Do Your Thing,Metal,2009,Powerman 5000,Do Your Thing,Somewhere on the Other Side of Nowhere,3:34,130,P - S
Powerman 5000 - Show Me What You've Got,Metal,2009,Powerman 5000,Show Me What You've Got,Somewhere on the Other Side of Nowhere,3:03,142,P - S
Powerman 5000 - Super Villain,Metal,2009,Powerman 5000,Super Villain,Somewhere on the Other Side of Nowhere,3:53,135,P - S
Powerman 5000 - Time Bomb,Metal,2009,Powerman 5000,Time Bomb,Somewhere on the Other Side of Nowhere,4:58,145,P - S
Powerman 5000 - V is for Vampire,Metal,2009,Powerman 5000,V is for Vampire,Somewhere on the Other Side of Nowhere,3:23,135,P - S
PREACHERVAN - Love That Hurts,Alternative,2018,PREACHERVAN,Love That Hurts,Love That Hurts,3:30,161,P - S
Presidents of the United States of America - Lump,Pop Rock,1995,Presidents of the United States of America,Lump,The Presidents of the United States of America,2:17,141,P - S
Pretty & Nice - Piranha,Pop Rock,2008,Pretty & Nice,Piranha,Get Young,3:32,134,P - S
Pretty & Nice - Tora Tora Tora,Pop Rock,2008,Pretty & Nice,Tora Tora Tora,Get Young,2:23,157,P - S
"Pretty Girls Make Graves - Something Bigger, Something Brighter",Indie Rock,2003,Pretty Girls Make Graves,"Something Bigger, Something Brighter",The New Romance,5:17,169,P - S
